NUTS_ID,year,window,gdd,heat,frost,precip
ITF22,1980,Mar-Jul,1195.222,21.114,1.048,287.703
ITF22,1981,Apr-Aug,1856.978,70.936,0,132.621
ITF22,1981,Mar-Jul,1477.713,26.742,0.585,140.253
ITF22,1982,Apr-Aug,1975.911,124.861,0.032,55.827
ITF22,1982,Mar-Jul,1489.066,81.626,3.459,116.347
ITF22,1983,Apr-Aug,1910.361,105.214,0.001,141.955
ITF22,1983,Mar-Jul,1496.477,89.191,1.382,166.84
ITF22,1984,Apr-Aug,1695.317,79.23,0,123.779
ITF22,1984,Mar-Jul,1288.075,57.609,4.349,166.269
ITF22,1985,Apr-Aug,1933.903,139.252,0,70.826
ITF22,1985,Mar-Jul,1468.112,73.748,2.791,137.374
ITF22,1986,Apr-Aug,1942.532,93.036,0.201,135.741
ITF22,1986,Mar-Jul,1475.725,25.907,0.201,218.791
ITF22,1987,Apr-Aug,1920.03,114.574,0.838,100.634
ITF22,1987,Mar-Jul,1422.3,73.252,16.249,133.477
ITF22,1988,Apr-Aug,2055.152,188.683,0,142.149
ITF22,1988,Mar-Jul,1556.987,110.333,7.16,160.302
ITF22,1989,Apr-Aug,1862.094,66.855,0,154.139
ITF22,1989,Mar-Jul,1502.776,27.333,0,189.051
ITF22,1990,Apr-Aug,1888.321,97.314,0,159.033
ITF22,1990,Mar-Jul,1509.437,67.351,1.92,156.42
ITF22,1991,Apr-Aug,1717.954,107.389,0,189.392
ITF22,1991,Mar-Jul,1342.811,64.516,0,196.403
ITF22,1992,Apr-Aug,1908.323,126.03,0,181.303
ITF22,1992,Mar-Jul,1408.016,30.26,0.181,209.278
ITF22,1993,Apr-Aug,1985.009,172.807,0,87.908
ITF22,1993,Mar-Jul,1484.994,67.841,8.626,143.895
ITF22,1994,Apr-Aug,2060.017,175.657,0.024,214.568
ITF22,1994,Mar-Jul,1586.19,67.894,0.064,196.591
ITF22,1995,Apr-Aug,1821.212,83.84,1.641,209.951
ITF22,1995,Mar-Jul,1384.802,64.095,5.713,210.976
ITF22,1996,Apr-Aug,1925.75,91.175,0,100.513
ITF22,1996,Mar-Jul,1463.932,51.932,5.748,126.056
ITF22,1997,Apr-Aug,1887.756,94.899,3.301,83.198
ITF22,1997,Mar-Jul,1470.303,72.553,3.454,68.392
ITF22,1998,Apr-Aug,2124.427,250.068,0,140.557
ITF22,1998,Mar-Jul,1609.66,152.426,6.626,138.234
ITF22,1999,Apr-Aug,2088.032,145.867,0,137.531
ITF22,1999,Mar-Jul,1599.509,58.279,0.769,136.844
ITF22,2000,Apr-Aug,2283.202,224.685,0,112.638
ITF22,2000,Mar-Jul,1763.78,104.106,1.098,144.517
ITF22,2001,Apr-Aug,2152.238,202.008,0.615,86.626
ITF22,2001,Mar-Jul,1793.222,100.704,0.615,103.219
ITF22,2002,Apr-Aug,2130.767,119.341,0,154.186
ITF22,2002,Mar-Jul,1798.196,94.5,0.396,131.605
ITF22,2003,Apr-Aug,2408.892,308.192,2.158,65.795
ITF22,2003,Mar-Jul,1894.718,177.541,2.925,78.749
ITF22,2004,Apr-Aug,2116.004,166.674,0,196.049
ITF22,2004,Mar-Jul,1661.458,107.362,2.888,218.203
ITF22,2005,Apr-Aug,2267.579,160.705,0,128.856
ITF22,2005,Mar-Jul,1886.216,129.025,6.935,138.101
ITF22,2006,Apr-Aug,2288.485,209.226,0,148.817
ITF22,2006,Mar-Jul,1864.197,163.452,1.28,190.69
ITF22,2007,Apr-Aug,2402.421,235.394,0,119.341
ITF22,2007,Mar-Jul,1981.445,146.986,0,198.361
ITF22,2008,Apr-Aug,2280.913,205.775,0,250.214
ITF22,2008,Mar-Jul,1821.668,110.906,0,393.862
ITF22,2009,Apr-Aug,2298.018,191.577,0,320.206
ITF22,2009,Mar-Jul,1806.915,85.252,0,441.857
ITF22,2010,Apr-Aug,2162.279,148.127,0,277.793
ITF22,2010,Mar-Jul,1722.442,85.821,0.569,367.464
ITF22,2011,Apr-Aug,2248.263,168.428,0,168.66
ITF22,2011,Mar-Jul,1774.987,69.096,2.48,343.278
ITF22,2012,Apr-Aug,2303.351,296.25,0,271.054
ITF22,2012,Mar-Jul,1869.419,163.318,0,284.059
ITF22,2013,Apr-Aug,2205.807,158.074,0,275.229
ITF22,2013,Mar-Jul,1743.615,72.705,1.53,398.746
ITF22,2014,Apr-Aug,2060.815,79.891,0,321.501
ITF22,2014,Mar-Jul,1676.593,41.493,0.025,401.418
ITF22,2015,Apr-Aug,2317.703,242.562,0,170.141
ITF22,2015,Mar-Jul,1861.119,154.932,0,241.974
ITF22,2016,Apr-Aug,2195.456,170.728,0,320.432
ITF22,2016,Mar-Jul,1765.158,115.982,0.056,339.365
ITF22,2017,Apr-Aug,2360.793,387.799,0.154,141.407
ITF22,2017,Mar-Jul,1905.35,183.911,0.154,185.727
ITF22,2018,Apr-Aug,2269.547,142.412,0,219.134
ITF22,2018,Mar-Jul,1816.578,67.074,1.987,375.059
ITF22,2019,Apr-Aug,2200.151,303.504,0,310.114
ITF22,2019,Mar-Jul,1734.107,168.564,0.153,303.913
ITF22,2020,Apr-Aug,2314.06,222.777,1.419,187.737
ITF22,2020,Mar-Jul,1844.11,112.765,4.043,241.306
ITF22,2021,Apr-Aug,2191.588,302.049,0.94,125.192
ITF22,2021,Mar-Jul,1680.553,181.206,3.091,181.74
ITF22,2022,Apr-Aug,2324.513,268.659,0.62,208.639
ITF22,2022,Mar-Jul,1826.672,211.088,6.485,178.413
ITF22,2023,Apr-Aug,2225.134,307.893,0,368.808
ITF22,2023,Mar-Jul,1780.636,198.633,0,398.742
ITF22,2024,Apr-Aug,2475.375,421.131,0,134.492
ITF22,2024,Mar-Jul,2040.55,251.444,0.031,200.796
ITF31,1950,Apr-Aug,2474.465,143.621,0,91.275
ITF31,1950,Mar-Jul,2032.343,93.131,0,112.478
ITF31,1951,Apr-Aug,2175.183,97.905,0,117.275
ITF31,1951,Mar-Jul,1774.223,49.093,0.465,218.505
ITF31,1952,Apr-Aug,2415.107,167.228,0,112.042
ITF31,1952,Mar-Jul,1957.672,100.053,2.187,116.242
ITF31,1953,Apr-Aug,2215.945,78.135,0,210.875
ITF31,1953,Mar-Jul,1779.262,50.232,0.766,176.496
ITF31,1954,Apr-Aug,2120.346,46.068,0,158.059
ITF31,1954,Mar-Jul,1790.554,25.633,0,180.165
ITF31,1955,Apr-Aug,2215.228,44.192,0,92.752
ITF31,1955,Mar-Jul,1837.229,34.513,0.311,125.459
ITF31,1956,Apr-Aug,2177.638,101.571,0.654,117.228
ITF31,1956,Mar-Jul,1698.393,31.309,6.429,197.694
ITF31,1957,Apr-Aug,2221.091,77.245,0.153,121.727
ITF31,1957,Mar-Jul,1828.613,46.726,3.023,132.788
ITF31,1958,Apr-Aug,2087.644,67.189,0.306,210
ITF31,1958,Mar-Jul,1599.784,20.632,4.55,327.223
ITF31,1959,Apr-Aug,2041.48,50.821,0,190.87
ITF31,1959,Mar-Jul,1704.123,31.771,0,238.081
ITF31,1960,Apr-Aug,2099.588,53.271,0,171.186
ITF31,1960,Mar-Jul,1671.884,22.51,0.153,358.536
ITF31,1961,Apr-Aug,2122.848,112.046,0,177.008
ITF31,1961,Mar-Jul,1721.025,51.88,0.306,207.956
ITF31,1962,Apr-Aug,2121.011,175.698,0.153,83.313
ITF31,1962,Mar-Jul,1633.733,85.288,5.671,235.119
ITF31,1963,Apr-Aug,2109.687,114.182,0,197.243
ITF31,1963,Mar-Jul,1663.814,66.498,5.307,249.357
ITF31,1964,Apr-Aug,2103.614,88.085,0,161.716
ITF31,1964,Mar-Jul,1723.506,62.148,0.153,211.428
ITF31,1965,Apr-Aug,2037.03,113.249,0,147.818
ITF31,1965,Mar-Jul,1638.643,81.392,1.77,156.307
ITF31,1966,Apr-Aug,2145.236,66.377,0,127.647
ITF31,1966,Mar-Jul,1697.013,31.771,4.246,129.806
ITF31,1967,Apr-Aug,2095.449,133.558,0.307,191.699
ITF31,1967,Mar-Jul,1678.002,72.238,0.799,181.204
ITF31,1968,Apr-Aug,2081.051,63.24,0,189.913
ITF31,1968,Mar-Jul,1725.916,53.095,3.563,160.458
ITF31,1969,Apr-Aug,1999.846,55.486,0.46,200.503
ITF31,1969,Mar-Jul,1613.437,27.987,0.92,291.108
ITF31,1970,Apr-Aug,2051.72,98.538,0.46,115.943
ITF31,1970,Mar-Jul,1618.77,52.323,3.808,199.286
ITF31,1971,Apr-Aug,2147.423,136.542,0,119.761
ITF31,1971,Mar-Jul,1611.778,42.48,9.19,225.917
ITF31,1972,Apr-Aug,1987.998,58.257,0,239.503
ITF31,1972,Mar-Jul,1677.341,23.034,0,249.712
ITF31,1973,Apr-Aug,2008.328,100.258,0.613,116.456
ITF31,1973,Mar-Jul,1549.764,54.748,5.25,146.007
ITF31,1974,Apr-Aug,1999.128,112.827,0.153,254.292
ITF31,1974,Mar-Jul,1554.629,43.94,0.766,256.785
ITF31,1975,Apr-Aug,2058.899,65.872,0,132.191
ITF31,1975,Mar-Jul,1678.507,43.049,1.409,139.86
ITF31,1976,Apr-Aug,1897.077,26.162,0,259.396
ITF31,1976,Mar-Jul,1544.578,23.143,2.853,316.417
ITF31,1977,Apr-Aug,2092.137,63.962,0,128.9
ITF31,1977,Mar-Jul,1749.506,38.898,0.665,109.239
ITF31,1978,Apr-Aug,1962.038,58.687,0,291.811
ITF31,1978,Mar-Jul,1565.694,29.29,0.306,337.309
ITF31,1979,Apr-Aug,2107.959,71.079,0,232.05
ITF31,1979,Mar-Jul,1746.138,40.509,1,247.035
ITF31,1980,Apr-Aug,1896.924,66.923,0.46,285.998
ITF31,1980,Mar-Jul,1453.064,19.743,1.105,308.473
ITF31,1981,Apr-Aug,2049.607,93.376,0,158.256
ITF31,1981,Mar-Jul,1674.057,38.029,0,192.256
ITF31,1982,Apr-Aug,2205.285,170.136,0.153,55.057
ITF31,1982,Mar-Jul,1720.307,104.772,1.416,122.168
ITF31,1983,Apr-Aug,2091.457,137.926,0,147.513
ITF31,1983,Mar-Jul,1653.078,111.38,0.735,188.466
ITF31,1984,Apr-Aug,1939.388,73.896,0,206.945
ITF31,1984,Mar-Jul,1535.422,50.229,1.231,245.12
ITF31,1985,Apr-Aug,2154.796,174.636,0,70.232
ITF31,1985,Mar-Jul,1692.095,90.123,1.755,186.674
ITF31,1986,Apr-Aug,2127.446,165.727,0.153,165.112
ITF31,1986,Mar-Jul,1675.541,61.805,0.153,253.755
ITF31,1987,Apr-Aug,2156.052,189.485,0.307,125.811
ITF31,1987,Mar-Jul,1634.418,114.575,14.404,159.085
ITF31,1988,Apr-Aug,2303.331,250.205,0,190.104
ITF31,1988,Mar-Jul,1805.244,144.998,5.428,208.856
ITF31,1989,Apr-Aug,2053.016,135.292,0,206.247
ITF31,1989,Mar-Jul,1683.862,60.503,0,237.44
ITF31,1990,Apr-Aug,2145.043,134.443,0,240.631
ITF31,1990,Mar-Jul,1751.951,84.692,0.767,245.159
ITF31,1991,Apr-Aug,1889.377,133.253,0,215.303
ITF31,1991,Mar-Jul,1516.305,63.942,0,249.784
ITF31,1992,Apr-Aug,2060.496,181.884,0,219.244
ITF31,1992,Mar-Jul,1568.848,62.582,0.153,278.865
ITF31,1993,Apr-Aug,2086.282,198.758,0,98.458
ITF31,1993,Mar-Jul,1581.482,84.456,2.261,175.254
ITF31,1994,Apr-Aug,2288.101,248.295,0,254.309
ITF31,1994,Mar-Jul,1824.438,115.493,0,245.139
ITF31,1995,Apr-Aug,2065.509,141.185,0.755,287.696
ITF31,1995,Mar-Jul,1618.513,95.469,2.013,318.938
ITF31,1996,Apr-Aug,2163.788,129.927,0,154.168
ITF31,1996,Mar-Jul,1692.299,67.981,2.699,196.523
ITF31,1997,Apr-Aug,2153.935,167.844,0.46,110.585
ITF31,1997,Mar-Jul,1731.435,112.335,0.613,107.257
ITF31,1998,Apr-Aug,2341.153,273.669,0,210.875
ITF31,1998,Mar-Jul,1825.136,156.164,2.415,198.164
ITF31,1999,Apr-Aug,2323.451,177.574,0,138.213
ITF31,1999,Mar-Jul,1846.211,78.44,0.307,165.741
ITF31,2000,Apr-Aug,2464.836,240.269,0,124.183
ITF31,2000,Mar-Jul,1970.704,111.159,0,169.802
ITF31,2001,Apr-Aug,2360.029,192.016,0.153,96.832
ITF31,2001,Mar-Jul,2009.653,101.186,0.153,142.213
ITF31,2002,Apr-Aug,2339.754,145.736,0,216.445
ITF31,2002,Mar-Jul,2004.482,104.616,0.153,149.349
ITF31,2003,Apr-Aug,2607.038,324.538,1.181,74.106
ITF31,2003,Mar-Jul,2105.264,183.465,1.487,82.461
ITF31,2004,Apr-Aug,2290.081,169.749,0,257.418
ITF31,2004,Mar-Jul,1848.69,95.457,0.956,327.854
ITF31,2005,Apr-Aug,2472.158,203.02,0,175.035
ITF31,2005,Mar-Jul,2078.801,154.2,4.771,213.028
ITF31,2006,Apr-Aug,2480.767,281.543,0,183.717
ITF31,2006,Mar-Jul,2063.724,212.258,0.55,226.032
ITF31,2007,Apr-Aug,2575.436,291.869,0,156.685
ITF31,2007,Mar-Jul,2174.863,166.709,0,251.344
ITF31,2008,Apr-Aug,2509.388,296.968,0,214.234
ITF31,2008,Mar-Jul,2057.29,170.05,0,364.379
ITF31,2009,Apr-Aug,2503.979,274.059,0,272.79
ITF31,2009,Mar-Jul,2023.831,124.55,0,404.169
ITF31,2010,Apr-Aug,2371.795,232.681,0,234.529
ITF31,2010,Mar-Jul,1938.229,132.444,0.153,314.768
ITF31,2011,Apr-Aug,2446.225,241.957,0,143.843
ITF31,2011,Mar-Jul,1992.854,109.278,1.105,350.344
ITF31,2012,Apr-Aug,2440.941,333.142,0,280.962
ITF31,2012,Mar-Jul,2020.126,174.395,0,281.007
ITF31,2013,Apr-Aug,2380.253,237.468,0,258.379
ITF31,2013,Mar-Jul,1931.153,115.688,0.46,388.316
ITF31,2014,Apr-Aug,2204.659,133.524,0,287.814
ITF31,2014,Mar-Jul,1820.733,68.53,0,375.79
ITF31,2015,Apr-Aug,2435.603,295.458,0,169.598
ITF31,2015,Mar-Jul,1993.437,183.44,0,234.138
ITF31,2016,Apr-Aug,2295.753,235.792,0.185,233.678
ITF31,2016,Mar-Jul,1879.773,148.903,0.338,262.305
ITF31,2017,Apr-Aug,2479.118,425.381,0.153,105.511
ITF31,2017,Mar-Jul,2048.866,225.097,0.153,141.461
ITF31,2018,Apr-Aug,2431.435,255.07,0,214.514
ITF31,2018,Mar-Jul,2001.061,146.894,1.015,386.759
ITF31,2019,Apr-Aug,2319.035,386.815,0,289.679
ITF31,2019,Mar-Jul,1882.535,222.525,0.157,301.248
ITF31,2020,Apr-Aug,2323.745,274.353,0.311,198.073
ITF31,2020,Mar-Jul,1868.257,140.505,2.094,256.513
ITF31,2021,Apr-Aug,2297.009,344.491,1.183,130.305
ITF31,2021,Mar-Jul,1816.144,202.287,2.265,205.781
ITF31,2022,Apr-Aug,2474.491,431.453,0.307,194.798
ITF31,2022,Mar-Jul,1993.652,305.687,4.037,170.102
ITF31,2023,Apr-Aug,2216.797,252.732,0,419.072
ITF31,2023,Mar-Jul,1825.756,149.917,0,441.251
ITF31,2024,Apr-Aug,2439.549,414.778,0,114.007
ITF31,2024,Mar-Jul,1957.352,215.27,0.153,221.502
ITF32,1950,Apr-Aug,2278.11,78.098,0,119.514
ITF32,1950,Mar-Jul,1831.217,49.757,0,147.66
ITF32,1951,Apr-Aug,1968.512,57.979,0,109.024
ITF32,1951,Mar-Jul,1570.729,24.195,1.912,190.923
ITF32,1952,Apr-Aug,2196.901,107.216,0,102.315
ITF32,1952,Mar-Jul,1743.956,61.042,4.686,108.196
ITF32,1953,Apr-Aug,2008.737,46.186,0,160.263
ITF32,1953,Mar-Jul,1576.03,35.89,2.183,131.458
ITF32,1954,Apr-Aug,1909.588,27.789,0,137.096
ITF32,1954,Mar-Jul,1575.102,16.514,0,164.319
ITF32,1955,Apr-Aug,1986.872,19.752,0,75.486
ITF32,1955,Mar-Jul,1617.888,17.83,1.423,109.159
ITF32,1956,Apr-Aug,1960.347,73.863,2.049,101.159
ITF32,1956,Mar-Jul,1485.059,16.012,10.539,157.755
ITF32,1957,Apr-Aug,2013.681,59.267,0.025,120.329
ITF32,1957,Mar-Jul,1621.999,33.875,3.916,122.964
ITF32,1958,Apr-Aug,1877.584,46.876,0.513,205.131
ITF32,1958,Mar-Jul,1388.248,16.604,9.396,298.17
ITF32,1959,Apr-Aug,1806.423,30.579,0,179.059
ITF32,1959,Mar-Jul,1472.419,20.179,0,178.085
ITF32,1960,Apr-Aug,1881.943,54.412,0,178.467
ITF32,1960,Mar-Jul,1442.512,17.941,0.402,295.759
ITF32,1961,Apr-Aug,1900.067,74.639,0,163.418
ITF32,1961,Mar-Jul,1489.278,29.688,0.427,183.778
ITF32,1962,Apr-Aug,1917.291,141.143,0.183,92.223
ITF32,1962,Mar-Jul,1417.545,67.618,8.141,185.056
ITF32,1963,Apr-Aug,1898.006,81.966,0,177.88
ITF32,1963,Mar-Jul,1444.2,42.271,6.309,209.619
ITF32,1964,Apr-Aug,1869.57,44.347,0,139.777
ITF32,1964,Mar-Jul,1491.348,30.969,0.025,152.437
ITF32,1965,Apr-Aug,1824.991,88.106,0,131.453
ITF32,1965,Mar-Jul,1427.395,67.432,2.787,117.141
ITF32,1966,Apr-Aug,1943.133,48.892,0,122.458
ITF32,1966,Mar-Jul,1476.256,23.114,6.797,108.632
ITF32,1967,Apr-Aug,1875.627,79.618,0.366,194.586
ITF32,1967,Mar-Jul,1446.79,40.764,1.547,177.785
ITF32,1968,Apr-Aug,1876.473,35.664,0,159.801
ITF32,1968,Mar-Jul,1522.26,31.141,6.604,134.817
ITF32,1969,Apr-Aug,1803.257,27.627,0.942,184.641
ITF32,1969,Mar-Jul,1402.178,13.74,1.797,228.309
ITF32,1970,Apr-Aug,1858.202,61.076,0.697,78.542
ITF32,1970,Mar-Jul,1415.204,30.541,4.738,132.487
ITF32,1971,Apr-Aug,1955.543,74.904,0,76.402
ITF32,1971,Mar-Jul,1420.593,11.959,11.844,173.113
ITF32,1972,Apr-Aug,1796.681,33.738,0,192.474
ITF32,1972,Mar-Jul,1470.88,9.44,0,180.327
ITF32,1973,Apr-Aug,1802.781,55.032,0.635,119.627
ITF32,1973,Mar-Jul,1349.179,30.852,8.131,148.388
ITF32,1974,Apr-Aug,1785.589,88.336,0.025,206.825
ITF32,1974,Mar-Jul,1338.239,33.089,0.283,190.63
ITF32,1975,Apr-Aug,1853.582,37.279,0,102.377
ITF32,1975,Mar-Jul,1472.432,27.925,4.22,110.404
ITF32,1976,Apr-Aug,1623.459,8.869,0,247.685
ITF32,1976,Mar-Jul,1280.118,8.104,6.934,292.653
ITF32,1977,Apr-Aug,1891.572,47.454,0,102.939
ITF32,1977,Mar-Jul,1544.538,27.154,1.489,85.697
ITF32,1978,Apr-Aug,1746.31,43.258,0,263.3
ITF32,1978,Mar-Jul,1344.705,21.566,0.427,288.402
ITF32,1979,Apr-Aug,1897.117,33.684,0,202.994
ITF32,1979,Mar-Jul,1530.892,12.438,1,210.775
ITF32,1980,Apr-Aug,1668.532,40.182,0.075,261.797
ITF32,1980,Mar-Jul,1213.107,9.321,0.568,277.833
ITF32,1981,Apr-Aug,1836.787,52.449,0,139.921
ITF32,1981,Mar-Jul,1459.823,13.505,0.464,158.496
ITF32,1982,Apr-Aug,2004.108,93.242,0.025,53.431
ITF32,1982,Mar-Jul,1508.985,62.591,3.557,122.378
ITF32,1983,Apr-Aug,1910.5,80.187,0,120.466
ITF32,1983,Mar-Jul,1487.008,69.935,1.222,152.02
ITF32,1984,Apr-Aug,1701.374,59.752,0,148.009
ITF32,1984,Mar-Jul,1293.939,40.558,5.63,190.739
ITF32,1985,Apr-Aug,1959.228,130.763,0,75.668
ITF32,1985,Mar-Jul,1488.837,65.052,2.692,166.725
ITF32,1986,Apr-Aug,1950.321,95.274,0.402,136.59
ITF32,1986,Mar-Jul,1489.318,26.592,0.402,213.142
ITF32,1987,Apr-Aug,1933.943,112.356,0.89,125.836
ITF32,1987,Mar-Jul,1429.851,74.997,15.899,159.677
ITF32,1988,Apr-Aug,2081.666,190.284,0,137.011
ITF32,1988,Mar-Jul,1577.794,113.966,7.551,163.611
ITF32,1989,Apr-Aug,1854.793,70.363,0,179.149
ITF32,1989,Mar-Jul,1492,29.219,0,212.326
ITF32,1990,Apr-Aug,1911.404,77.858,0,192.929
ITF32,1990,Mar-Jul,1529.665,54.629,1.384,195.13
ITF32,1991,Apr-Aug,1714.754,64.408,0,189.825
ITF32,1991,Mar-Jul,1339.441,33.864,0,205.879
ITF32,1992,Apr-Aug,1898.22,117.37,0,178.085
ITF32,1992,Mar-Jul,1399.062,34.235,0.025,209.185
ITF32,1993,Apr-Aug,1978.496,135.551,0,102.694
ITF32,1993,Mar-Jul,1478.235,48.626,6.451,157.268
ITF32,1994,Apr-Aug,2090.457,156.013,0,242.641
ITF32,1994,Mar-Jul,1616.534,62.435,0,226.801
ITF32,1995,Apr-Aug,1847.285,72.831,1.489,211.114
ITF32,1995,Mar-Jul,1407.403,52.291,3.967,227.481
ITF32,1996,Apr-Aug,1942.804,70.638,0,99.317
ITF32,1996,Mar-Jul,1471.833,34.726,5.342,127.028
ITF32,1997,Apr-Aug,1920.272,79.827,1.002,85.903
ITF32,1997,Mar-Jul,1495.52,61.2,1.185,71.239
ITF32,1998,Apr-Aug,2128.296,210.718,0,156.628
ITF32,1998,Mar-Jul,1611.51,119.52,5.767,147.811
ITF32,1999,Apr-Aug,2107.169,110.623,0,136.486
ITF32,1999,Mar-Jul,1614.415,33.51,0.366,147.553
ITF32,2000,Apr-Aug,2254.881,159.619,0,122.44
ITF32,2000,Mar-Jul,1744.85,63.845,0.392,152.902
ITF32,2001,Apr-Aug,2121.464,149.051,0.402,92.459
ITF32,2001,Mar-Jul,1768.78,74.434,0.402,112.585
ITF32,2002,Apr-Aug,2110.975,104.204,0,162.634
ITF32,2002,Mar-Jul,1778.113,80.521,0.183,134.524
ITF32,2003,Apr-Aug,2381.553,253.752,1.977,70.038
ITF32,2003,Mar-Jul,1872.082,139.047,2.343,82.74
ITF32,2004,Apr-Aug,2083.79,108.18,0,193.252
ITF32,2004,Mar-Jul,1640.281,68.847,2.407,227.66
ITF32,2005,Apr-Aug,2242.644,110.544,0,124.665
ITF32,2005,Mar-Jul,1861.37,88.458,6.003,134.54
ITF32,2006,Apr-Aug,2259.609,166.028,0,155.267
ITF32,2006,Mar-Jul,1839.715,127.554,1.118,201.838
ITF32,2007,Apr-Aug,2378.652,191.725,0,132.431
ITF32,2007,Mar-Jul,1962.212,116.06,0,220.608
ITF32,2008,Apr-Aug,2269.626,164.191,0,219.177
ITF32,2008,Mar-Jul,1815.94,86.503,0,373.422
ITF32,2009,Apr-Aug,2282.425,155.349,0,311.467
ITF32,2009,Mar-Jul,1794.539,65.4,0,443.642
ITF32,2010,Apr-Aug,2161.005,117.413,0,269.199
ITF32,2010,Mar-Jul,1725.611,65.21,0.489,358.83
ITF32,2011,Apr-Aug,2228.581,132.621,0,160.256
ITF32,2011,Mar-Jul,1767.098,52.282,2.112,339.197
ITF32,2012,Apr-Aug,2264.615,231.469,0,285.772
ITF32,2012,Mar-Jul,1835.168,121.179,0,301.465
ITF32,2013,Apr-Aug,2200.868,126.335,0,265.557
ITF32,2013,Mar-Jul,1745.999,53.623,1.074,394.424
ITF32,2014,Apr-Aug,2046.403,61.266,0,312.593
ITF32,2014,Mar-Jul,1663.086,31.066,0,400.547
ITF32,2015,Apr-Aug,2294.191,200.284,0,166.739
ITF32,2015,Mar-Jul,1844.653,126.161,0,248.794
ITF32,2016,Apr-Aug,2115.975,143.591,0,327.742
ITF32,2016,Mar-Jul,1701.169,100.536,0.025,353.169
ITF32,2017,Apr-Aug,2300.655,357.09,0.386,120.1
ITF32,2017,Mar-Jul,1849.618,167.8,0.386,166.551
ITF32,2018,Apr-Aug,2220.733,140.005,0,247.565
ITF32,2018,Mar-Jul,1788.116,73.35,1.91,402.751
ITF32,2019,Apr-Aug,2153.573,288.292,0,311.439
ITF32,2019,Mar-Jul,1693.465,159.538,0.423,315.655
ITF32,2020,Apr-Aug,2199.883,206.966,2.031,196.853
ITF32,2020,Mar-Jul,1735.319,105.229,4.698,244.054
ITF32,2021,Apr-Aug,2154.379,277.797,1.353,126.492
ITF32,2021,Mar-Jul,1647.178,166.372,3.833,188.528
ITF32,2022,Apr-Aug,2277.505,284.333,0.804,253.076
ITF32,2022,Mar-Jul,1797.038,215.971,7.997,220.341
ITF32,2023,Apr-Aug,2074.747,193.571,0,374.231
ITF32,2023,Mar-Jul,1658.176,120.715,0,413.087
ITF32,2024,Apr-Aug,2347.257,331.333,0,136.175
ITF32,2024,Mar-Jul,1865.46,170.343,0.025,209.595
ITF33,1950,Apr-Aug,2565.129,165.33,0,93.282
ITF33,1950,Mar-Jul,2126.68,107.179,0,128.462
ITF33,1951,Apr-Aug,2269.55,138.252,0,106.026
ITF33,1951,Mar-Jul,1874.491,73.133,0.318,184.804
ITF33,1952,Apr-Aug,2497.77,222.006,0,126.258
ITF33,1952,Mar-Jul,2043.692,131.977,1.282,132.823
ITF33,1953,Apr-Aug,2306.165,115.162,0,193.073
ITF33,1953,Mar-Jul,1868.139,71.169,0,164.077
ITF33,1954,Apr-Aug,2213.78,62.583,0,159.542
ITF33,1954,Mar-Jul,1884.643,34.876,0,183.993
ITF33,1955,Apr-Aug,2313.701,64.764,0,95.595
ITF33,1955,Mar-Jul,1939.735,49.68,0.248,103.772
ITF33,1956,Apr-Aug,2266.144,124.473,0.323,109.341
ITF33,1956,Mar-Jul,1786.834,43.27,5.291,180.676
ITF33,1957,Apr-Aug,2312.259,93.017,0,121.329
ITF33,1957,Mar-Jul,1915.662,56.995,2.93,118.172
ITF33,1958,Apr-Aug,2193.075,93.919,0,196.123
ITF33,1958,Mar-Jul,1701.996,31.202,2.585,302.611
ITF33,1959,Apr-Aug,2147.68,58.423,0,164.925
ITF33,1959,Mar-Jul,1806.105,36.253,0,208.832
ITF33,1960,Apr-Aug,2223.417,62.819,0,153.433
ITF33,1960,Mar-Jul,1785.189,31.052,0,323.387
ITF33,1961,Apr-Aug,2250.681,106.388,0,145.72
ITF33,1961,Mar-Jul,1844.49,49.479,0,182.751
ITF33,1962,Apr-Aug,2252.327,167.273,0,80.201
ITF33,1962,Mar-Jul,1761.532,84.634,3.968,187.508
ITF33,1963,Apr-Aug,2223.255,104.506,0,234.058
ITF33,1963,Mar-Jul,1765.89,62.189,4.936,297.857
ITF33,1964,Apr-Aug,2223.925,94.938,0,140.164
ITF33,1964,Mar-Jul,1839.427,66.835,0,222.612
ITF33,1965,Apr-Aug,2142.508,101.085,0,125.925
ITF33,1965,Mar-Jul,1741.868,69.742,0.256,127.125
ITF33,1966,Apr-Aug,2259.413,56.03,0,107.138
ITF33,1966,Mar-Jul,1805.915,26.623,2.73,106.427
ITF33,1967,Apr-Aug,2189.828,113.829,0,185.97
ITF33,1967,Mar-Jul,1777.987,62.732,0,167.656
ITF33,1968,Apr-Aug,2161.616,58.96,0,162.621
ITF33,1968,Mar-Jul,1798.914,47.406,1.178,133.807
ITF33,1969,Apr-Aug,2087.524,58.79,0,184.604
ITF33,1969,Mar-Jul,1701.793,28.266,0,300.289
ITF33,1970,Apr-Aug,2139.578,94.029,0,116.1
ITF33,1970,Mar-Jul,1711.084,52.725,2,185.76
ITF33,1971,Apr-Aug,2242.41,132.831,0,85.49
ITF33,1971,Mar-Jul,1696.037,44.057,5.831,188.036
ITF33,1972,Apr-Aug,2101.2,65.926,0,198.121
ITF33,1972,Mar-Jul,1785.512,28.547,0,207.771
ITF33,1973,Apr-Aug,2093.871,113.26,0,124.652
